day,fair
02-05-2018,273
20-07-2019,378
07-10-2019,133
19-10-2019,340
05-06-2020,156
04-01-2018,294
28-02-2020,164
27-01-2018,255
21-04-2020,113
16-04-2019,359
04-12-2019,253
08-07-2020,414
16-04-2020,231
20-11-2020,235
25-03-2018,273
27-11-2018,239
03-08-2019,484
22-10-2019,355
31-12-2019,408
01-06-2020,189
21-04-2018,455
06-07-2018,180
24-01-2020,169
15-11-2019,312
08-02-2018,388
15-02-2020,451
26-10-2020,262
29-03-2020,206
02-03-2018,209
01-10-2018,92
15-05-2019,255
09-02-2019,100
23-06-2019,467
21-07-2018,206
20-07-2020,266
15-01-2020,286
12-10-2019,186
06-06-2019,260
23-03-2019,446
21-07-2020,320
22-01-2020,394
01-01-2018,498
25-06-2019,195
03-03-2020,474
22-08-2020,186
08-07-2018,496
21-02-2019,349
22-12-2019,193
07-07-2018,229
07-12-2018,364
30-04-2019,349
10-06-2020,368
08-01-2019,444
01-04-2019,73
15-10-2019,280
11-07-2020,204
22-05-2019,313
28-05-2020,369
17-12-2018,84
19-06-2019,252
25-05-2020,487
30-10-2019,140
27-05-2020,275
30-01-2018,395
30-01-2020,258
12-12-2018,407
09-09-2020,409
04-07-2018,383
21-05-2019,312
25-03-2020,116
17-07-2019,359
29-10-2018,229
10-10-2018,91
20-11-2020,410
16-12-2019,388
21-06-2020,390
21-05-2018,395
14-11-2018,354
24-10-2018,263
26-08-2020,461
16-11-2020,419
11-06-2018,496
01-05-2019,498
06-05-2019,328
25-04-2020,287
16-03-2019,293
19-12-2018,342
13-01-2019,255
03-04-2018,259
22-01-2020,295
12-09-2018,465
29-12-2018,235
10-01-2020,445
10-09-2018,433
29-06-2020,122
03-08-2020,346
16-11-2020,317
27-11-2020,137
06-10-2020,74
20-04-2019,465
24-09-2019,51
05-12-2019,106
09-08-2020,333
12-09-2019,85
16-03-2020,349
30-04-2019,85
11-08-2018,157
21-12-2019,402
07-09-2018,447
04-04-2020,195
12-11-2020,330
05-11-2020,422
03-09-2018,290
12-02-2019,373
30-01-2019,295
10-07-2018,379
21-08-2020,284
13-11-2020,412
09-04-2018,409
20-07-2018,377
08-12-2020,332
28-07-2019,286
30-12-2020,201
04-08-2020,79
25-12-2019,109
17-04-2018,341
01-04-2018,60
10-11-2020,78
25-11-2018,392
22-11-2019,92
15-10-2018,164
22-11-2020,238
22-10-2020,269
25-04-2019,88
01-12-2020,231
29-05-2019,385
24-02-2019,136
31-10-2019,429
17-06-2020,356
03-05-2020,129
16-04-2018,122
02-12-2020,479
10-09-2019,427
03-12-2020,410
11-03-2018,472
24-07-2020,85
22-03-2020,378
21-06-2020,480
17-06-2018,371
13-09-2018,220
19-01-2019,392
26-08-2019,214
31-05-2020,266
26-07-2020,437
28-02-2019,243
21-03-2020,451
28-11-2020,440
13-05-2018,307
24-03-2018,271
16-02-2020,433
18-08-2019,340
10-04-2019,247
06-08-2019,255
07-09-2019,141
20-04-2019,167
05-09-2019,316
06-10-2018,354
30-11-2019,472
09-08-2018,477
05-09-2018,490
29-08-2019,288
02-08-2020,124
01-03-2019,358
26-08-2019,275
23-04-2020,453
28-11-2019,415
19-08-2019,139
06-02-2018,130
13-09-2018,163
26-10-2020,485
10-11-2019,409
05-11-2020,433
24-12-2020,298
16-01-2019,187
13-03-2019,124
26-02-2018,87
29-08-2020,239
27-01-2020,472
14-10-2020,115
26-04-2020,484
08-06-2018,284
26-07-2018,485
17-05-2018,106
13-03-2019,262
11-02-2020,333
30-04-2018,416
26-03-2020,64
31-03-2018,236
11-11-2018,432
14-02-2018,152
20-09-2018,119
20-04-2019,436
01-06-2020,493
22-03-2019,263
30-09-2019,358
07-02-2020,436
22-02-2018,124
03-07-2018,237
06-09-2018,80
08-10-2018,418
20-06-2018,362
23-04-2020,398
17-10-2019,238
29-06-2019,262
29-03-2020,66
30-10-2019,90
24-09-2020,353
08-06-2019,207
21-06-2018,78
12-06-2018,206
29-01-2020,80
12-12-2018,98
06-04-2020,178
24-12-2019,76
21-11-2020,220
01-01-2019,370
30-12-2018,471
12-10-2019,332
12-03-2019,180
10-09-2020,66
02-08-2019,343
07-11-2019,477
09-08-2018,361
27-03-2018,274
27-07-2019,177
23-01-2019,210
26-08-2018,403
26-02-2018,367
21-02-2020,421
29-10-2020,237
29-03-2019,441
23-06-2020,347
15-06-2019,209
03-08-2019,143
03-04-2018,248
26-07-2020,128
17-02-2018,277
01-05-2018,158
28-03-2020,304
28-10-2019,412
31-05-2019,409
12-10-2020,321
30-01-2019,416
10-04-2018,313
20-12-2020,387
19-05-2019,253
18-06-2018,54
24-05-2020,361
19-12-2020,245
27-01-2018,260
15-11-2019,371
23-09-2020,319
04-08-2018,366
10-03-2019,69
27-06-2018,500
21-07-2019,433
26-01-2019,183
03-10-2018,378
23-01-2019,176
05-07-2020,54
02-08-2019,316
24-09-2019,291
22-11-2018,66
04-01-2020,315
01-10-2018,363
23-12-2020,134
03-07-2018,218
31-08-2018,458
09-04-2019,343
11-11-2018,404
26-10-2020,408
18-03-2019,257
24-12-2020,423
30-12-2019,399
24-10-2020,143
30-11-2020,80
18-07-2020,74
25-01-2020,50
27-04-2019,320
22-08-2020,257
11-05-2018,301
09-08-2020,460
17-12-2019,449
31-05-2019,128
30-10-2020,86
23-03-2019,466
22-09-2018,458
23-09-2018,275
04-11-2019,188
18-05-2018,158
09-11-2019,275
19-07-2020,346
19-04-2018,263
15-05-2019,406
25-03-2019,179
19-02-2019,399
14-02-2020,197
14-11-2018,59
18-03-2020,303
14-09-2019,298
23-03-2019,376
09-03-2019,248
12-01-2019,126
01-08-2018,199
20-07-2018,132
23-01-2019,299
26-05-2019,380
26-04-2019,54
21-02-2020,364
25-11-2020,176
25-04-2020,268
19-03-2020,50
17-01-2020,170
30-11-2018,78
07-02-2020,217
27-06-2018,134
23-04-2020,167
29-04-2018,84
30-04-2019,50
29-05-2018,464
24-04-2018,340
19-10-2019,163
12-07-2018,78
11-04-2018,260
08-10-2020,467
26-08-2020,276
18-08-2019,137
15-05-2019,416
29-03-2019,424
20-01-2020,459
28-09-2019,114
25-12-2020,312
06-08-2020,436
08-12-2019,349
21-05-2018,218
19-06-2019,149
22-12-2020,247
09-06-2018,55
19-07-2019,153
24-04-2020,72
31-10-2019,116
24-09-2019,466
14-07-2018,74
20-05-2020,390
03-08-2019,134
01-07-2018,69
18-11-2020,87
20-03-2019,141
29-05-2020,129
07-11-2020,194
20-01-2018,226
06-01-2019,187
12-02-2019,360
12-01-2019,263
10-06-2020,264
27-08-2019,234
06-08-2018,330
04-08-2018,56
10-12-2020,272
02-12-2018,348
19-11-2019,211
05-06-2018,287
26-03-2018,451
09-07-2020,405
08-07-2020,366
22-08-2020,63
02-05-2019,73
05-03-2020,57
16-02-2018,423
18-03-2020,452
29-03-2018,81
13-01-2018,415
28-03-2018,87
16-04-2018,193
16-02-2019,177
16-08-2019,466
23-11-2019,158
29-01-2020,235
19-03-2019,337
13-11-2019,326
30-05-2020,444
24-12-2019,80
21-01-2018,309
13-06-2020,198
19-11-2018,364
09-10-2020,205
13-04-2018,309
27-06-2020,139
11-09-2018,69
08-01-2019,139
14-01-2020,300
04-07-2020,56
29-08-2019,302
29-02-2020,214
24-09-2019,188
01-04-2020,488
12-11-2019,53
12-07-2019,326
08-04-2019,404
29-10-2018,336
13-01-2020,227
01-10-2019,181
11-11-2019,240
09-08-2019,274
20-09-2018,154
04-10-2019,284
29-06-2020,170
10-12-2020,200
25-02-2019,119
10-01-2020,65
18-02-2018,83
27-02-2018,303
13-12-2019,173
23-06-2020,54
23-08-2020,416
29-01-2019,91
16-11-2020,276
26-12-2020,403
17-04-2020,291
03-04-2018,428
22-12-2020,153
18-06-2018,329
14-09-2018,456
16-05-2020,382
27-04-2018,416
25-12-2018,453
30-03-2020,439
30-06-2020,142
07-08-2019,373
29-10-2020,306
26-08-2020,183
14-06-2018,153
07-11-2020,427
21-03-2019,390
18-06-2019,292
29-05-2018,74
03-03-2019,112
30-01-2018,375
05-08-2019,403
29-11-2018,477
02-08-2019,194
15-08-2020,338
13-10-2020,295
06-12-2018,392
05-01-2020,102
10-12-2020,134
16-01-2018,365
13-08-2018,196
28-08-2020,90
13-05-2020,60
17-04-2019,135
13-06-2019,212
19-05-2019,76
20-09-2018,440
04-09-2018,370
03-04-2018,113
24-07-2019,473
26-05-2019,239
02-02-2018,273
01-06-2018,253
08-02-2020,241
09-09-2019,285
11-06-2018,122
21-11-2020,346
22-02-2018,434
29-05-2018,62
13-09-2019,305
04-09-2018,309
23-12-2018,101
13-05-2019,166
04-02-2019,286
12-02-2019,128
21-01-2020,378
30-07-2018,379
30-09-2019,113
29-09-2019,213
29-11-2020,306
07-04-2018,412
07-11-2020,94
28-08-2018,350
13-06-2020,146
16-07-2018,101
08-07-2018,121
28-11-2019,134
14-01-2020,344
02-09-2018,415
24-12-2018,481
08-09-2020,366
10-04-2018,321
03-09-2019,114
30-04-2018,150
07-07-2020,120
09-03-2018,233
03-02-2019,195
27-01-2018,230
26-06-2018,388
23-10-2020,391
18-10-2019,61
19-10-2019,338
12-08-2019,383
30-01-2019,261
08-05-2019,499
24-03-2020,285
17-05-2019,126
13-10-2019,217
28-05-2019,132
20-08-2018,230
18-05-2018,158
20-01-2019,435
22-03-2020,361
26-10-2018,413
07-12-2018,96
14-11-2019,236
24-12-2019,147
14-05-2019,121
20-09-2018,450
09-06-2020,444
15-05-2020,286
24-09-2020,118
22-08-2019,233
09-05-2019,295
25-12-2020,404
04-08-2019,346
08-07-2018,456
28-06-2018,59
07-09-2018,321
10-08-2018,164
03-02-2019,124
03-08-2018,287
31-05-2019,379
26-09-2020,120
31-10-2020,322
13-01-2018,396
27-11-2020,95
11-12-2020,277
03-08-2018,170
23-08-2018,241
14-04-2020,338
31-01-2018,200
04-02-2020,269
24-04-2018,282
07-09-2020,260
23-08-2019,242
14-06-2020,229
09-06-2020,86
23-06-2020,169
21-06-2019,136
22-01-2019,450
04-03-2019,167
26-12-2018,201
15-01-2018,322
09-07-2019,335
10-10-2020,203
23-10-2018,366
22-12-2020,221
27-01-2020,289
27-07-2019,66
05-09-2019,499
07-07-2019,103
03-08-2018,281
05-07-2019,358
10-06-2019,279
23-02-2020,442
12-10-2020,153
23-07-2019,77
22-02-2018,469
18-07-2018,196
17-06-2018,141
21-03-2020,93
25-11-2020,358
15-09-2018,455
21-11-2020,194
24-11-2018,393
05-04-2020,248
29-07-2018,483
16-01-2020,213
19-04-2019,294
18-01-2019,313
14-05-2018,153
18-12-2018,241
24-06-2019,148
27-11-2020,484
18-09-2020,236
20-02-2019,54
29-10-2018,322
22-04-2018,243
01-04-2020,344
23-05-2018,283
04-11-2019,301
26-09-2018,328
01-12-2018,163
26-11-2019,105
08-02-2019,205
21-03-2018,499
27-01-2020,325
18-12-2018,276
24-07-2018,279
23-04-2018,412
03-04-2018,140
20-04-2018,154
05-02-2018,462
17-07-2019,356
24-01-2020,261
13-07-2020,55
27-03-2020,293
11-04-2020,130
17-02-2020,141
17-10-2019,445
09-04-2020,147
11-09-2019,169
13-01-2019,436
09-10-2018,275
31-05-2018,53
23-03-2020,263
17-05-2018,252
19-10-2020,335
30-08-2020,404
07-02-2019,231
09-12-2020,190
13-07-2018,186
09-10-2018,81
10-02-2018,424
14-01-2019,311
06-03-2018,79
03-04-2018,156
21-02-2020,320
25-03-2018,106
08-08-2020,61
16-06-2020,490
02-10-2019,360
24-11-2019,453
12-06-2020,73
19-06-2019,102
04-04-2019,466
17-02-2020,219
11-11-2019,92
07-06-2019,408
07-07-2020,121
17-09-2018,492
04-10-2018,195
17-01-2020,131
16-09-2018,308
23-12-2018,293
05-12-2018,58
02-03-2019,450
02-09-2019,321
06-04-2018,120
15-01-2020,253
14-12-2019,180
25-04-2018,147
20-09-2019,426
25-06-2020,260
19-06-2018,485
19-07-2018,312
30-04-2018,285
03-02-2018,224
04-12-2018,355
17-10-2019,325
29-05-2018,373
28-10-2020,70
14-08-2018,124
12-06-2019,319
26-09-2020,249
08-11-2019,296
21-06-2018,373
14-05-2018,500
12-08-2018,428
27-11-2018,163
28-09-2019,474
16-11-2018,276
19-10-2020,98
18-05-2019,274
13-12-2018,330
15-12-2019,366
01-04-2019,214
23-09-2020,127
26-08-2019,125
28-12-2020,147
08-07-2019,302
23-02-2020,218
30-07-2018,94
18-02-2020,85
29-11-2018,117
15-11-2020,188
25-09-2020,351
06-03-2020,471
12-11-2019,299
21-06-2020,302
29-09-2019,492
30-07-2020,244
23-08-2020,226
06-03-2019,252
15-03-2018,83
14-03-2020,451
13-12-2018,443
10-03-2018,414
12-05-2018,128
19-12-2020,470
15-01-2018,284
14-11-2019,166
25-05-2018,283
15-10-2020,170
06-07-2019,375
13-02-2018,168
31-10-2019,58
18-01-2020,111
20-03-2018,476
15-07-2019,179
07-01-2020,97
08-09-2018,341
10-01-2019,386
18-05-2019,367
16-07-2018,168
09-08-2018,346
21-12-2020,498
27-04-2020,282
16-10-2019,399
17-01-2018,269
10-11-2019,111
31-03-2020,218
09-11-2018,226
12-10-2020,437
16-10-2020,331
19-02-2018,368
25-11-2019,72
26-05-2020,460
04-08-2018,98
09-06-2019,430
07-05-2019,207
25-06-2018,268
14-03-2020,297
18-05-2018,311
12-03-2020,278
15-04-2018,233
13-04-2020,218
03-08-2019,50
06-01-2018,77
11-06-2018,124
26-10-2019,441
01-03-2020,70
04-11-2019,420
20-07-2018,390
03-05-2018,157
05-10-2019,430
18-06-2020,494
18-12-2018,168
26-02-2018,400
01-05-2019,190
23-07-2020,310
31-07-2018,70
24-11-2019,72
21-11-2019,223
13-01-2019,473
05-09-2020,378
24-09-2020,101
01-01-2018,332
26-03-2018,250
01-06-2019,354
23-01-2020,235
23-09-2018,455
13-07-2018,265
18-09-2020,82
05-07-2019,434
10-11-2018,333
16-01-2018,314
26-09-2020,470
10-04-2018,274
23-06-2020,264
03-11-2020,182
29-07-2020,432
21-01-2019,294
26-06-2020,164
19-05-2019,148
19-04-2020,89
05-01-2018,236
25-02-2019,398
31-12-2019,319
24-12-2019,89
26-07-2018,190
30-11-2018,388
03-03-2019,138
12-02-2018,359
17-03-2019,421
28-03-2018,418
15-05-2019,325
29-11-2020,360
26-08-2018,154
11-10-2020,222
21-01-2018,157
29-11-2018,131
10-06-2020,428
26-04-2019,351
22-04-2019,143
01-10-2020,69
26-01-2020,291
02-12-2019,55
03-07-2019,368
21-07-2020,215
07-01-2019,350
30-11-2018,214
06-08-2019,53
03-04-2018,152
14-01-2020,443
01-05-2019,370
11-06-2018,128
29-09-2020,304
14-11-2020,66
23-11-2019,235
10-02-2019,380
12-02-2019,365
16-05-2019,94
21-03-2018,343
18-11-2019,115
21-07-2019,438
21-10-2019,484
06-09-2018,484
07-01-2018,269
14-07-2018,339
25-10-2020,344
17-01-2019,59
12-04-2018,377
14-12-2019,315
13-11-2019,358
09-03-2020,445
12-03-2020,419
02-10-2019,363
23-03-2020,297
10-07-2019,288
09-01-2019,403
19-05-2018,389
04-07-2019,163
09-05-2018,293
04-08-2019,434
19-09-2018,451
12-03-2018,358
15-06-2020,325
22-05-2019,172
26-08-2019,377
18-10-2020,172
11-09-2018,179
23-03-2020,445
21-02-2018,201
02-06-2019,375
24-11-2020,435
06-10-2018,284
04-01-2020,331
14-07-2020,169
01-09-2019,492
03-03-2019,466
03-05-2018,79
07-07-2019,261
22-02-2018,448
10-05-2019,324
01-07-2018,346
25-11-2020,260
31-03-2019,57
29-04-2018,434
18-07-2019,303
30-07-2018,144
06-06-2020,236
08-01-2020,271
08-06-2018,434
25-11-2018,454
22-07-2018,205
24-08-2019,496
26-01-2018,351
27-01-2018,54
10-08-2018,432
26-12-2019,294
19-06-2018,129
25-10-2020,281
05-04-2018,165
30-05-2019,52
10-10-2020,181
25-01-2020,393
09-06-2020,431
03-08-2018,130
27-04-2020,312
08-02-2019,133
15-05-2019,330
27-10-2020,389
01-12-2018,238
24-05-2020,411
17-11-2018,353
30-12-2019,144
06-06-2018,437
11-12-2018,158
31-01-2020,204
25-12-2019,303
06-03-2020,468
18-12-2019,341
03-01-2019,271
14-06-2019,239
01-10-2020,370
13-03-2020,134
22-12-2019,142
15-02-2018,337
06-04-2020,319
24-08-2019,193
13-06-2020,406
03-06-2020,137
12-05-2019,383
01-05-2020,456
09-12-2018,56
22-08-2020,183
26-11-2020,279
23-06-2019,301
27-03-2018,455
11-10-2020,131
23-04-2020,448
10-03-2018,217
04-08-2020,148
15-01-2019,228
18-04-2019,313
07-03-2019,383
01-12-2018,60
06-06-2019,245
05-03-2020,67
10-06-2019,235
07-10-2018,126
22-07-2020,347
29-01-2020,392
17-08-2020,440
31-08-2018,227
13-12-2018,487
08-03-2019,152
15-03-2020,427
15-04-2020,356
04-06-2018,331
16-08-2018,117
06-03-2020,143
25-01-2018,180
09-07-2018,405
12-10-2020,96
03-02-2018,490
05-08-2018,116
26-02-2020,170
11-06-2020,191
20-12-2019,399
24-06-2018,179
17-01-2020,78
05-12-2020,337
07-07-2019,186
08-07-2018,463
02-05-2020,452
28-04-2019,102
26-12-2019,193
01-07-2019,139
01-07-2019,82
25-04-2018,382
16-05-2019,56
30-08-2020,150
07-12-2020,184
22-10-2018,246
11-07-2019,451
26-01-2018,348
27-12-2018,344
09-10-2018,315
05-01-2018,201
14-05-2019,477
13-10-2018,182
04-09-2019,62
28-01-2019,96
06-08-2019,371
08-05-2019,92
15-11-2020,260
19-08-2018,500
24-06-2019,297
31-05-2019,183
10-01-2018,478
12-04-2018,454
12-07-2018,360
27-04-2020,327
12-07-2020,432
04-03-2020,207
14-02-2018,91
21-02-2018,445
19-01-2020,416
06-04-2018,245
04-06-2020,492
15-06-2019,100
23-08-2018,87
12-04-2019,98
25-04-2018,416
30-08-2018,63
19-07-2018,476
06-04-2020,308
03-09-2019,491
08-10-2018,418
18-09-2018,498
10-12-2019,500
01-09-2019,316
07-01-2020,101
15-12-2020,486
22-07-2019,453
29-10-2018,54
05-06-2018,439
29-03-2018,231
28-09-2019,451
07-04-2020,195
22-07-2018,203
07-03-2019,193
25-08-2019,191
03-12-2020,284
15-08-2018,218
23-04-2020,282
10-08-2020,221
13-08-2018,428
09-10-2020,452
21-01-2020,353
18-04-2018,419
18-02-2018,361
16-10-2020,70
25-11-2020,300
28-09-2020,208
29-05-2020,168
28-05-2019,315
29-08-2018,230
10-08-2019,365
05-03-2018,432
03-02-2019,158
31-01-2019,246
18-06-2020,425
02-05-2020,341
26-05-2019,235
31-10-2018,408
21-07-2019,149
11-04-2018,316
01-02-2019,185
21-10-2019,112
22-07-2018,316
02-09-2020,228
29-04-2019,350
01-06-2020,450
26-07-2020,78
06-12-2018,196
22-04-2020,438
16-02-2020,369
26-09-2018,149
29-06-2019,424
19-12-2018,342
22-10-2018,471
16-07-2020,318
08-01-2018,78
30-10-2018,142
09-11-2019,119
19-08-2019,301
28-02-2018,221
30-12-2019,426
24-05-2020,390
02-09-2020,131
21-08-2020,439
23-07-2018,53
06-09-2018,84
15-04-2018,108
31-08-2018,95
15-12-2018,114
10-12-2019,481
08-06-2020,207
26-04-2020,216
01-07-2019,137
16-10-2020,486
01-05-2020,476
19-03-2020,332
22-11-2019,204
21-04-2020,99
17-10-2020,102
20-07-2020,451
08-03-2018,211
18-01-2018,481
18-09-2018,335
12-06-2020,307
24-08-2018,130
02-06-2020,73
17-12-2020,131
19-11-2019,125
25-10-2018,382
09-11-2019,125
31-08-2018,418
30-10-2018,152
24-12-2018,286
07-12-2019,60
13-09-2018,82
26-01-2018,87
27-08-2019,262
27-10-2020,398
31-07-2019,100
22-01-2020,499
10-04-2019,106
22-05-2020,126
22-06-2018,220
04-08-2020,497
05-07-2019,393
03-12-2019,277
11-12-2020,397
04-03-2020,81
12-04-2019,500
12-06-2018,176
29-04-2019,119
05-01-2019,499
05-12-2019,113
09-09-2019,431
02-03-2019,319
24-05-2020,343
24-12-2018,484
07-09-2018,497
29-12-2020,207
14-08-2019,88
22-07-2020,200
16-10-2020,364
01-08-2020,457
05-12-2019,255
23-01-2019,257
20-08-2019,425
28-12-2018,378
15-06-2019,101
21-04-2019,157
05-12-2018,58
10-02-2020,397
01-07-2019,163
28-07-2018,203
18-03-2020,159
12-08-2018,281
10-09-2019,353
07-11-2018,138
01-07-2020,340
19-02-2020,398
23-04-2019,331
04-04-2019,51
15-09-2019,457
13-01-2019,88
07-04-2020,233
04-07-2020,81
17-01-2018,165
11-09-2018,315
05-05-2018,486
24-05-2018,438
09-08-2019,156
18-06-2019,395
25-06-2020,91
22-05-2020,220
03-08-2018,500
11-04-2019,80
04-10-2020,439
26-08-2018,82
21-08-2020,51
16-09-2020,356
08-07-2020,279
27-06-2020,484
29-11-2018,197
06-04-2018,67
19-05-2018,427
15-11-2018,378
19-10-2018,361
05-12-2019,204
19-05-2019,449
10-06-2020,413
02-03-2019,244
25-11-2018,138
21-09-2018,195
03-06-2019,482
29-10-2018,219
16-10-2019,292
12-07-2019,172
30-12-2019,100
27-05-2020,85
31-05-2019,300
04-02-2019,294
20-10-2018,383
03-09-2018,326
27-04-2020,175
30-10-2019,411
17-05-2020,411
15-06-2020,153
01-04-2019,133
29-05-2019,226
13-07-2019,261
05-04-2018,369
30-12-2019,244
21-07-2019,199
24-03-2019,296
04-09-2019,57
22-05-2019,54
11-07-2018,307
17-06-2018,442
22-04-2020,252
31-03-2019,463
24-03-2020,208
09-02-2018,136
16-05-2018,124
10-01-2018,185
14-02-2020,491
07-02-2018,393
04-01-2018,397
27-07-2020,497
30-09-2020,441
21-05-2020,181
12-07-2020,405
14-09-2018,66
29-08-2019,120
06-04-2018,488
16-04-2020,311
12-01-2018,493
22-03-2019,410
02-10-2020,191
09-08-2020,344
04-12-2019,486
23-08-2019,88
25-06-2019,186
10-04-2020,335
06-10-2018,80
15-05-2018,283
21-01-2018,419
30-09-2019,186
18-02-2020,209
03-04-2020,159
03-06-2019,209
21-08-2020,55
21-03-2019,300
05-08-2019,285
26-07-2018,348
26-09-2018,86
09-04-2020,457
15-01-2020,344
17-07-2018,70
30-07-2018,255
11-10-2020,229
11-09-2018,109
01-06-2019,141
13-10-2018,74
19-09-2020,53
25-04-2018,376
22-07-2019,376
26-08-2019,314
24-09-2019,288
20-04-2019,106
26-02-2020,92
19-05-2018,184
01-11-2020,473
20-03-2018,273
01-09-2020,411
21-03-2018,174
02-07-2018,221
10-03-2019,360
09-10-2020,422
25-05-2018,464
19-11-2020,296
05-08-2018,157
22-11-2020,236
20-12-2019,52
21-12-2020,138
19-07-2019,214
13-12-2020,386
06-06-2020,117
27-07-2018,360
15-01-2019,163
23-01-2019,424
06-05-2020,125
15-06-2018,292
18-05-2018,331
30-10-2019,74
06-04-2019,217
09-05-2019,241
23-05-2019,100
24-08-2020,388
16-03-2019,290
20-03-2018,302
06-06-2019,226
10-06-2019,56
24-01-2019,372
28-11-2018,66
20-09-2019,177
08-02-2020,334
28-02-2019,444
26-11-2018,214
04-12-2020,106
07-12-2018,334
23-01-2018,442
20-11-2018,439
21-01-2019,476
20-03-2020,209
16-12-2018,302
12-09-2018,301
29-04-2020,75
06-07-2018,183
16-07-2019,160
21-01-2020,327
26-12-2019,93
16-06-2020,187
06-02-2020,197
05-03-2020,448
14-05-2018,205
03-03-2018,266
12-05-2019,364
09-05-2018,471
06-11-2018,423
16-01-2019,204
04-03-2018,359
12-12-2019,161
05-05-2020,168
15-05-2020,278
16-05-2018,156
31-08-2018,230
17-08-2018,466
24-11-2020,109
29-09-2020,151
30-12-2020,272
20-09-2018,155
02-07-2020,404
26-03-2018,255
19-06-2020,485
16-08-2019,205
19-03-2019,118
23-10-2019,349
08-10-2019,75
20-02-2018,98
20-01-2019,331
26-05-2019,291
19-11-2018,217
02-08-2019,367
25-05-2020,485
12-01-2020,356
27-06-2020,300
18-03-2019,62
08-10-2020,188
25-06-2020,492
07-11-2020,264
06-03-2020,60
15-07-2019,189
26-03-2018,418
04-03-2018,494
03-08-2020,130
07-10-2020,281
30-05-2020,69
26-11-2020,189
21-11-2018,163
06-12-2020,391
30-09-2018,278
13-03-2020,252
26-07-2020,350
24-11-2019,325
15-10-2018,153
07-05-2018,355
25-12-2018,234
29-09-2018,151
07-01-2020,211
04-04-2018,395
07-01-2019,365
03-08-2020,367
18-09-2020,215
07-03-2020,78
27-12-2018,213
28-02-2020,389
01-09-2019,447
14-07-2020,490
17-12-2020,408
13-03-2018,442
24-08-2018,227
25-05-2019,433
14-04-2019,228
23-02-2018,217
16-10-2018,233
07-11-2019,361
04-07-2018,209
22-02-2020,196
08-02-2019,66
22-12-2020,357
08-06-2018,427
13-09-2019,426
04-06-2020,354
09-01-2018,323
18-08-2020,390
23-02-2019,72
27-01-2018,238
19-10-2020,79
16-03-2019,393
01-03-2018,384
21-03-2020,375
28-01-2019,397
24-03-2020,192
06-10-2020,315
14-01-2018,415
11-07-2018,368
02-10-2018,266
13-02-2019,405
26-11-2020,437
29-06-2020,345
03-07-2018,475
08-01-2018,75
30-03-2019,150
26-02-2018,226
30-09-2018,168
21-11-2018,464
06-09-2018,105
05-11-2019,326
25-04-2020,238
06-03-2019,307
26-04-2018,230
13-08-2020,57
28-08-2018,251
22-06-2018,73
03-02-2018,261
13-09-2018,439
10-03-2018,148
02-11-2020,233
23-02-2018,260
06-05-2018,378
31-05-2019,428
10-10-2020,352
19-06-2019,362
05-07-2019,437
13-07-2019,425
10-04-2018,186
25-11-2018,294
02-06-2020,456
01-02-2019,200
04-03-2020,400
16-06-2020,251
27-02-2019,392
28-02-2019,154
14-05-2018,61
02-11-2020,375
07-06-2018,479
12-10-2019,243
05-06-2020,432
14-09-2018,480
25-06-2020,448
11-05-2020,448
28-07-2020,449
05-01-2018,72
19-05-2020,319
02-02-2019,347
07-02-2020,70
30-04-2019,249
21-07-2020,184
18-02-2019,330
25-05-2018,484
12-06-2018,57
11-11-2020,83
09-10-2018,224
04-01-2018,64
02-07-2019,119
28-12-2019,257
17-10-2018,73
01-03-2018,201
22-06-2018,313
30-03-2018,125
06-08-2018,452
08-02-2019,346
27-09-2020,87
04-07-2019,482
19-05-2020,466
06-11-2018,202
15-07-2018,113
26-05-2020,264
01-12-2020,105
05-05-2020,283
19-11-2020,262
11-01-2020,368
02-06-2019,143
08-03-2020,128
08-04-2018,100
18-02-2020,266
20-02-2019,163
22-05-2020,171
09-03-2020,194
03-09-2019,210
22-04-2019,218
09-03-2020,432
30-11-2019,172
02-10-2019,78
11-02-2020,494
06-06-2020,162
23-07-2020,86
21-11-2020,231
26-06-2018,55
28-04-2019,195
05-04-2018,148
03-07-2020,483
23-12-2018,398
25-11-2019,211
09-08-2020,64
04-10-2019,451
27-06-2018,212
21-12-2020,110
17-11-2019,226
18-06-2020,357
25-09-2019,155
20-05-2019,413
09-11-2020,494
11-07-2018,359
31-05-2019,97
15-12-2019,80
22-07-2020,120
28-08-2020,484
27-07-2020,141
19-03-2018,97
07-06-2018,129
14-09-2020,78
01-04-2019,154
02-02-2020,107
31-08-2018,350
08-01-2018,99
13-11-2019,72
10-03-2020,148
03-05-2018,310
07-12-2020,223
05-12-2019,335
23-05-2020,173
06-08-2020,159
22-12-2018,209
11-03-2018,184
24-07-2018,408
07-01-2020,142
21-08-2018,406
03-09-2019,103
07-04-2019,218
04-01-2019,314
04-12-2020,195
08-03-2020,155
13-04-2018,208
24-05-2020,185
13-08-2019,127
16-12-2018,460
27-05-2020,421
10-03-2018,470
10-10-2020,420
12-04-2019,317
23-04-2019,116
24-12-2020,89
19-01-2019,69
21-08-2018,459
17-07-2018,145
09-09-2018,421
09-11-2018,72
21-08-2019,350
23-04-2018,424
30-12-2019,160
24-07-2020,210
14-11-2020,291
13-05-2019,395
03-04-2020,225
10-04-2019,84
16-07-2018,379
21-10-2018,400
